activity_type,date,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,avg_stride_length,climb_time,temperature,number_of_laps,number_of_runs,month,year,week,weekday,quarter,time_exercise,date_exercise,day_of_week,time_day,week_or_end,cal_per_km,temp_buckets
Treadmill Running,2018-02-27 15:37:44,Treadmill Running,1.59,155.0,00:12:27,135,163,2.4,102.0,177.0,12:37,6:41,1.26,12:27,24.0,1,1.0,2,2018,9,1,1,15:37:44,2018-02-27,Tuesday,afternoon,week_day,97.48,Hot (>23C)
Treadmill Running,2018-02-26 10:41:41,Treadmill Running,1.56,109.0,00:07:07.5,145,164,2.2,171.0,185.0,7:22,5:44,1.27,7:07.5,23.000000000000004,1,1.0,2,2018,9,0,1,10:41:41,2018-02-26,Monday,morning,week_day,69.87,Hot (>23C)
Treadmill Running,2018-02-26 09:54:39,Treadmill Running,1.61,116.0,00:08:10.2,144,156,2.2,160.0,177.0,8:09,6:09,1.23,8:10.2,23.000000000000004,2,2.0,2,2018,9,0,1,09:54:39,2018-02-26,Monday,morning,week_day,72.05,Hot (>23C)
Treadmill Running,2018-02-24 13:46:10,Treadmill Running,1.58,111.0,00:07:57.1,139,150,2.2,161.0,173.0,8:08,6:21,1.23,7:57.1,25.0,1,1.0,2,2018,8,5,1,13:46:10,2018-02-24,Saturday,afternoon,weekend,70.25,Hot (>23C)
Treadmill Running,2018-02-21 20:51:06,Treadmill Running,1.05,74.0,00:05:13.5,143,158,2.0,160.0,183.0,8:04,5:48,1.25,5:13.5,24.0,1,1.0,2,2018,8,2,1,20:51:06,2018-02-21,Wednesday,night,week_day,70.48,Hot (>23C)
Treadmill Running,2018-02-21 20:14:27,Treadmill Running,1.45,109.0,00:07:39.3,142,151,2.2,154.0,173.0,8:33,7:18,1.22,7:39.3,21.999999999999996,1,1.0,2,2018,8,2,1,20:14:27,2018-02-21,Wednesday,night,week_day,75.17,Normal (14-23C)
Treadmill Running,2018-02-19 16:35:30,Treadmill Running,1.61,145.0,00:10:07,149,168,2.6,135.0,173.0,10:05,7:21,1.18,10:07,25.0,2,2.0,2,2018,8,0,1,16:35:30,2018-02-19,Monday,afternoon,week_day,90.06,Hot (>23C)
Treadmill Running,2018-02-19 15:54:23,Treadmill Running,1.61,105.0,00:08:42.9,128,142,2.0,152.0,171.0,8:42,7:07,1.22,8:42.9,23.000000000000004,2,2.0,2,2018,8,0,1,15:54:23,2018-02-19,Monday,afternoon,week_day,65.22,Hot (>23C)
Treadmill Running,2018-02-17 14:25:47,Treadmill Running,3.22,216.0,00:14:48,147,158,3.0,167.0,189.0,7:24,5:03,1.29,14:48,24.0,2,2.0,2,2018,7,5,1,14:25:47,2018-02-17,Saturday,afternoon,weekend,67.08,Hot (>23C)
Treadmill Running,2018-02-16 16:20:35,Treadmill Running,1.61,148.0,00:10:00,151,166,2.7,134.0,171.0,9:59,6:03,1.2,10:00,24.0,2,2.0,2,2018,7,4,1,16:20:35,2018-02-16,Friday,afternoon,week_day,91.93,Hot (>23C)
Treadmill Running,2018-02-16 15:46:14,Treadmill Running,1.61,127.0,00:09:45.3,135,148,2.2,137.0,172.0,9:45,5:22,1.59,9:45.3,24.0,2,2.0,2,2018,7,4,1,15:46:14,2018-02-16,Friday,afternoon,week_day,78.88,Hot (>23C)
Treadmill Running,2018-02-15 15:53:37,Treadmill Running,2.12,105.0,00:09:46.2,121,143,1.8,138.0,173.0,7:24,5:29,1.56,9:46.2,23.000000000000004,2,2.0,2,2018,7,3,1,15:53:37,2018-02-15,Thursday,afternoon,week_day,49.53,Hot (>23C)
Treadmill Running,2018-02-15 15:27:58,Treadmill Running,0.85,71.0,00:05:38.7,134,154,1.7,95.0,171.0,10:36,5:17,1.59,5:38.7,24.0,1,1.0,2,2018,7,3,1,15:27:58,2018-02-15,Thursday,afternoon,week_day,83.53,Hot (>23C)
Treadmill Running,2018-02-09 13:00:24,Treadmill Running,2.41,132.0,00:08:45.9,156,165,2.5,168.0,177.0,5:51,6:46,1.25,8:45.9,23.000000000000004,2,2.0,2,2018,6,4,1,13:00:24,2018-02-09,Friday,afternoon,week_day,54.77,Hot (>23C)
Treadmill Running,2018-02-09 12:07:33,Treadmill Running,2.4,199.0,00:19:14,127,160,2.5,106.0,175.0,12:54,7:55,0.97,19:14,21.999999999999996,2,2.0,2,2018,6,4,1,12:07:33,2018-02-09,Friday,afternoon,week_day,82.92,Normal (14-23C)
Treadmill Running,2018-02-08 16:16:13,Treadmill Running,1.61,147.0,00:14:02,125,147,2.1,135.0,185.0,14:00,7:08,0.85,14:02,20.999999999999996,2,2.0,2,2018,6,3,1,16:16:13,2018-02-08,Thursday,afternoon,week_day,91.3,Normal (14-23C)
Treadmill Running,2018-02-08 15:43:14,Treadmill Running,1.43,137.0,00:11:50,130,151,2.2,118.0,175.0,13:15,8:00,1.03,11:50,21.999999999999996,1,1.0,2,2018,6,3,1,15:43:14,2018-02-08,Thursday,afternoon,week_day,95.8,Normal (14-23C)
Treadmill Running,2018-02-07 14:06:38,Treadmill Running,2.41,303.0,00:33:41,126,171,3.1,82.0,171.0,22:27,5:25,1.01,33:41,21.999999999999996,2,2.0,2,2018,6,2,1,14:06:38,2018-02-07,Wednesday,afternoon,week_day,125.73,Normal (14-23C)
Treadmill Running,2018-02-07 13:29:24,Treadmill Running,2.41,185.0,00:13:42,143,160,2.8,133.0,173.0,9:08,6:59,1.23,13:42,20.999999999999996,2,2.0,2,2018,6,2,1,13:29:24,2018-02-07,Wednesday,afternoon,week_day,76.76,Normal (14-23C)
Treadmill Running,2018-02-05 12:56:18,Treadmill Running,3.22,235.0,00:18:33,140,158,3.0,140.0,175.0,9:16,7:44,1.11,18:33,21.999999999999996,2,2.0,2,2018,6,0,1,12:56:18,2018-02-05,Monday,afternoon,week_day,72.98,Normal (14-23C)
Treadmill Running,2018-02-01 16:43:21,Treadmill Running,0.77,51.0,00:04:26.4,125,131,0.8,155.0,171.0,9:16,7:41,1.12,4:26.4,24.0,1,1.0,2,2018,5,3,1,16:43:21,2018-02-01,Thursday,afternoon,week_day,66.23,Hot (>23C)
Treadmill Running,2018-02-01 16:02:06,Treadmill Running,1.46,97.0,00:08:04.0,128,140,1.6,160.0,173.0,8:50,7:36,1.14,8:04.0,15.999999999999998,1,1.0,2,2018,5,3,1,16:02:06,2018-02-01,Thursday,afternoon,week_day,66.44,Normal (14-23C)
Treadmill Running,2018-01-30 16:24:01,Treadmill Running,4.94,404.0,00:35:11,141,175,3.5,132.0,175.0,11:27,5:46,1.09,35:11,20.999999999999996,4,4.0,1,2018,5,1,1,16:24:01,2018-01-30,Tuesday,afternoon,week_day,81.78,Normal (14-23C)
Treadmill Running,2018-01-25 13:05:44,Treadmill Running,1.5,106.0,00:07:31.4,145,157,2.1,154.0,185.0,8:07,6:22,1.28,7:31.4,21.999999999999996,1,1.0,1,2018,4,3,1,13:05:44,2018-01-25,Thursday,afternoon,week_day,70.67,Normal (14-23C)
Treadmill Running,2018-01-22 17:06:39,Treadmill Running,1.66,115.0,00:08:18.5,145,154,2.2,158.0,175.0,8:05,6:09,1.24,8:18.5,23.000000000000004,2,2.0,1,2018,4,0,1,17:06:39,2018-01-22,Monday,afternoon,week_day,69.28,Hot (>23C)
Treadmill Running,2018-01-22 16:33:05,Treadmill Running,1.61,119.0,00:10:14,131,151,2.0,129.0,173.0,10:13,7:13,1.22,10:14,20.0,2,2.0,1,2018,4,0,1,16:33:05,2018-01-22,Monday,afternoon,week_day,73.91,Normal (14-23C)
Treadmill Running,2018-01-21 15:01:07,Treadmill Running,1.67,126.0,00:08:57.3,149,166,2.3,150.0,173.0,8:36,5:49,1.21,8:57.3,25.0,2,2.0,1,2018,3,6,1,15:01:07,2018-01-21,Sunday,afternoon,weekend,75.45,Hot (>23C)
Treadmill Running,2018-01-21 14:26:32,Treadmill Running,1.61,104.0,00:08:03.0,136,148,2.0,160.0,173.0,8:02,7:06,1.25,8:03.0,25.0,2,2.0,1,2018,3,6,1,14:26:32,2018-01-21,Sunday,afternoon,weekend,64.6,Hot (>23C)
Treadmill Running,2018-01-16 20:11:48,Treadmill Running,1.61,143.0,00:10:08,151,166,2.5,130.0,173.0,10:06,5:51,1.23,10:08,24.0,2,2.0,1,2018,3,1,1,20:11:48,2018-01-16,Tuesday,night,week_day,88.82,Hot (>23C)
Treadmill Running,2018-01-16 19:24:25,Treadmill Running,1.53,92.0,00:07:01.4,138,145,2.0,168.0,183.0,7:23,5:39,1.3,7:01.4,19.0,1,1.0,1,2018,3,1,1,19:24:25,2018-01-16,Tuesday,night,week_day,60.13,Normal (14-23C)
Treadmill Running,2018-01-15 19:24:28,Treadmill Running,1.61,110.0,00:09:30.6,127,142,1.8,138.0,173.0,9:31,6:52,1.23,9:30.6,23.000000000000004,1,1.0,1,2018,3,0,1,19:24:28,2018-01-15,Monday,night,week_day,68.32,Hot (>23C)
Treadmill Running,2018-01-15 18:06:21,Treadmill Running,1.61,116.0,00:08:46.0,140,156,2.2,149.0,183.0,8:47,6:23,1.23,8:46.0,21.999999999999996,1,1.0,1,2018,3,0,1,18:06:21,2018-01-15,Monday,night,week_day,72.05,Normal (14-23C)
Treadmill Running,2018-01-14 14:55:31,Treadmill Running,3.3,216.0,00:15:49,143,157,2.8,167.0,177.0,7:43,6:18,1.16,15:49,20.999999999999996,2,2.0,1,2018,2,6,1,14:55:31,2018-01-14,Sunday,afternoon,weekend,65.45,Normal (14-23C)
Treadmill Running,2018-01-13 16:07:25,Treadmill Running,1.45,112.0,00:07:43.1,151,154,2.3,161.0,177.0,8:33,7:20,1.17,7:43.1,23.000000000000004,1,1.0,1,2018,2,5,1,16:07:25,2018-01-13,Saturday,afternoon,weekend,77.24,Hot (>23C)
Treadmill Running,2018-01-13 15:31:31,Treadmill Running,1.45,94.0,00:07:51.7,130,146,1.8,160.0,178.0,8:45,7:25,1.15,7:51.7,20.999999999999996,1,1.0,1,2018,2,5,1,15:31:31,2018-01-13,Saturday,afternoon,weekend,64.83,Normal (14-23C)
Treadmill Running,2018-01-12 18:19:09,Treadmill Running,1.5,126.0,00:08:40.0,153,168,2.6,153.0,179.0,9:18,6:08,1.13,8:40.0,23.000000000000004,1,1.0,1,2018,2,4,1,18:19:09,2018-01-12,Friday,night,week_day,84.0,Hot (>23C)
Treadmill Running,2018-01-08 18:10:47,Treadmill Running,1.54,120.0,00:11:59,122,153,2.1,112.0,193.0,12:26,5:44,1.15,11:59,23.000000000000004,1,1.0,1,2018,2,0,1,18:10:47,2018-01-08,Monday,night,week_day,77.92,Hot (>23C)
Treadmill Running,2018-01-08 17:18:58,Treadmill Running,1.56,161.0,00:15:32,129,159,2.4,95.0,177.0,15:59,7:12,1.06,15:32,23.000000000000004,1,1.0,1,2018,2,0,1,17:18:58,2018-01-08,Monday,afternoon,week_day,103.21,Hot (>23C)
Treadmill Running,2018-01-07 13:51:18,Treadmill Running,5.58,497.0,00:45:00,143,180,4.9,121.0,183.0,12:57,6:51,0.97,45:00,21.999999999999996,4,4.0,1,2018,1,6,1,13:51:18,2018-01-07,Sunday,afternoon,weekend,89.07,Normal (14-23C)
Treadmill Running,2018-01-06 15:23:00,Treadmill Running,1.42,110.0,00:07:29.2,158,169,2.8,166.0,175.0,8:30,7:29,1.14,7:29.2,24.0,2,2.0,1,2018,1,5,1,15:23:00,2018-01-06,Saturday,afternoon,weekend,77.46,Hot (>23C)
Treadmill Running,2018-01-06 14:33:38,Treadmill Running,1.51,105.0,00:07:52.8,143,158,2.5,163.0,177.0,8:24,6:14,1.18,7:52.8,24.0,1,1.0,1,2018,1,5,1,14:33:38,2018-01-06,Saturday,afternoon,weekend,69.54,Hot (>23C)
Treadmill Running,2018-01-05 17:05:14,Treadmill Running,1.51,109.0,00:07:30.9,155,166,2.7,169.0,191.0,7:57,5:53,1.2,7:30.9,21.999999999999996,2,2.0,1,2018,1,4,1,17:05:14,2018-01-05,Friday,afternoon,week_day,72.19,Normal (14-23C)
Treadmill Running,2018-01-05 16:28:19,Treadmill Running,1.54,98.0,00:07:54.9,134,150,2.2,166.0,179.0,8:16,6:17,1.17,7:54.9,24.0,1,1.0,1,2018,1,4,1,16:28:19,2018-01-05,Friday,afternoon,week_day,63.64,Hot (>23C)
Treadmill Running,2018-01-04 19:41:59,Treadmill Running,1.61,162.0,00:12:19,144,156,2.8,119.0,168.0,12:19,7:27,1.1,12:19,23.000000000000004,2,2.0,1,2018,1,3,1,19:41:59,2018-01-04,Thursday,night,week_day,100.62,Hot (>23C)
Treadmill Running,2018-01-04 18:54:57,Treadmill Running,1.54,128.0,00:09:49.1,139,149,2.5,143.0,169.0,10:14,7:21,1.1,9:49.1,24.0,1,1.0,1,2018,1,3,1,18:54:57,2018-01-04,Thursday,night,week_day,83.12,Hot (>23C)
Treadmill Running,2017-12-30 16:34:44,Treadmill Running,1.5,127.0,00:09:11.5,150,172,2.8,143.0,175.0,9:53,7:13,1.14,9:11.5,21.999999999999996,1,1.0,12,2017,52,5,4,16:34:44,2017-12-30,Saturday,afternoon,weekend,84.67,Normal (14-23C)
Treadmill Running,2017-12-28 18:35:56,Treadmill Running,3.22,272.0,00:21:20,148,167,3.5,133.0,181.0,10:40,4:36,1.55,21:20,24.0,3,3.0,12,2017,52,3,4,18:35:56,2017-12-28,Thursday,night,week_day,84.47,Hot (>23C)
Treadmill Running,2017-12-27 18:04:33,Treadmill Running,3.23,190.0,00:13:04,155,160,3.2,160.0,169.0,6:30,7:32,1.15,13:04,24.0,2,2.0,12,2017,52,2,4,18:04:33,2017-12-27,Wednesday,night,week_day,58.82,Hot (>23C)
Treadmill Running,2017-12-20 10:52:26,Treadmill Running,1.64,116.0,00:08:49.4,140,148,2.5,162.0,171.0,8:38,7:47,1.15,8:49.4,23.000000000000004,2,2.0,12,2017,51,2,4,10:52:26,2017-12-20,Wednesday,morning,week_day,70.73,Hot (>23C)
Treadmill Running,2017-12-19 17:12:04,Treadmill Running,1.63,118.0,00:08:55.4,142,162,2.5,159.0,166.0,8:51,7:45,1.14,8:55.4,23.000000000000004,2,2.0,12,2017,51,1,4,17:12:04,2017-12-19,Tuesday,afternoon,week_day,72.39,Hot (>23C)
Treadmill Running,2017-11-29 13:16:09,Treadmill Running,1.61,134.0,00:09:18.1,150,164,2.6,151.0,175.0,9:16,7:11,1.15,9:18.1,25.0,2,2.0,11,2017,48,2,4,13:16:09,2017-11-29,Wednesday,afternoon,week_day,83.23,Hot (>23C)
Treadmill Running,2017-11-29 12:35:28,Treadmill Running,1.64,123.0,00:08:55.8,144,157,2.4,158.0,168.0,8:45,6:18,1.33,8:55.8,25.0,2,2.0,11,2017,48,2,4,12:35:28,2017-11-29,Wednesday,afternoon,week_day,75.0,Hot (>23C)
Running,2017-10-06 11:04:11,Kansas City Running,7.15,608.0,00:44:14,141,162,3.5,157.0,169.0,9:58,7:58,1.03,44:14,26.999999999999996,,,10,2017,40,4,4,11:04:11,2017-10-06,Friday,morning,week_day,85.03,Hot (>23C)
Strength Training,2017-09-25 19:30:13,Strength,0.0,80.0,00:15:46,88,107,0.2,,,,,0.0,15:46,23.000000000000004,,,9,2017,39,0,3,19:30:13,2017-09-25,Monday,night,week_day,0.0,Hot (>23C)
Running,2017-09-21 12:16:19,Kansas City Running,6.84,565.0,00:37:26,149,182,3.9,165.0,180.0,8:48,7:19,1.11,37:26,30.0,,,9,2017,38,3,3,12:16:19,2017-09-21,Thursday,afternoon,week_day,82.6,Hot (>23C)
Running,2017-09-19 18:45:46,Kansas City Running,6.95,553.0,00:36:57,148,170,4.2,165.0,177.0,8:33,7:16,1.14,36:57,28.000000000000004,,,9,2017,38,1,3,18:45:46,2017-09-19,Tuesday,night,week_day,79.57,Hot (>23C)
Running,2017-09-16 15:17:18,Kansas City Running,4.86,404.0,00:24:56,156,187,3.8,161.0,200.0,8:15,4:57,1.21,24:56,29.0,,,9,2017,37,5,3,15:17:18,2017-09-16,Saturday,afternoon,weekend,83.13,Hot (>23C)
